USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root        1543  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/0:1H-kblockd]
root        1544  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/7:2-events]
root        1555  0.0  0.0      0     0 ?        S    13:09   0:00 [jbd2/nvme0n1p2-8]
root        1556  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/R-ext4-rsv-conversion]
root        1768  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/10:2-mm_percpu_wq]
root        1844  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/12:3-events]
root        1854  0.0  0.0      0     0 ?        I    13:09   0:00 [kworker/17:3-events]
root        1978  0.0  0.0  17960  6756 ?        Ss   13:09   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1999  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/13:1H-kblockd]
root        2138  0.0  0.0      0     0 ?        S    13:09   0:00 [mt76-tx phy0]
iperf3      2144  0.0  0.0  11336  4636 ?        Ss   13:09   0:00 /usr/bin/iperf3 --server --interval 0
root        2178  0.0  0.0   8120  3364 ?        Ss   13:09   0:00 /usr/sbin/cron -f -P
root        2200  0.0  0.0  10744  7668 ?        Ss   13:09   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
libvirt+    2325  0.0  0.0  10744  2256 ?        S    13:09   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2326  0.0  0.0  10744  1256 ?        S    13:09   0:00 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root        2334  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/3:1H-kblockd]
root        2540  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/6:1H-kblockd]
root        2541  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/4:1H-kblockd]
root        2542  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/5:1H-kblockd]
root        2546  0.0  0.0      0     0 ?        I<   13:09   0:00 [kworker/11:1H-kblockd]
kitalab     2668  0.0  0.0  23008  4116 ?        S    13:09   0:00 (sd-pam)
root        2767  0.0  0.0      0     0 ?        I    13:10   0:00 [kworker/8:3-events]
root        2768  0.0  0.0      0     0 ?        I    13:10   0:00 [kworker/8:4]
kitalab     2842  0.0  0.0   8728  4024 tty1     S+   13:11   0:00 bash ./benchmark.sh
kitalab     2864  0.0  0.0  10952  4748 tty1     R+   13:11   0:00 ps aux --sort=-%cpu
